osm_id,osm_type,amenity,fuel,capacity,building,railway,public_transport,layer,operator,leisure,surface,parking,opening_hours,name,longitude,latitude,geom_type
"1169704531",ways_poly,,,,roof,,,,,,,,,,30.2781570967013,59.9459306492817,POLYGON
"108102858",ways_poly,,,,apartments,,,,,,,,,,30.2783191015778,59.9459250388608,POLYGON
"107681744",ways_poly,,,,yes,,,,,,,,,,30.2782430859638,59.9471849545952,POLYGON
"107681728",ways_poly,,,,residential,,,,,,,,,,30.2776665303177,59.9472596498263,POLYGON
"107681734",ways_poly,,,,apartments,,,,,,,,,,30.2776210081056,59.9477050138684,POLYGON
"107681723",ways_poly,,,,yes,,,,,,,,,,30.2782857454702,59.9479383290245,POLYGON
"107681752",ways_poly,,,,apartments,,,,,,,,,,30.2781099228326,59.9473890529502,POLYGON
"107681749",ways_poly,,,,apartments,,,,,,,,,,30.2792780070079,59.9463457574342,POLYGON
"107681738",ways_poly,,,,parking,,,,,,,,,,30.2784499580893,59.9469732828755,POLYGON
"217337657",ways_poly,,,,yes,,,,,,,,,,30.2784498449133,59.945789649212,POLYGON
"108102849",ways_poly,,,,yes,,,,,,,,,,30.2784169702599,59.9453921830399,POLYGON
"107312646",ways_poly,,,,yes,,,,,,,,,,30.2792308044932,59.9460114658825,POLYGON
"107312676",ways_poly,,,,yes,,,,,,,,,,30.2795934031928,59.9457279101419,POLYGON
"107681748",ways_poly,,,,yes,,,,,,,,,,30.2800725964199,59.9468704994195,POLYGON
"107312662",ways_poly,,,,yes,,,,,,,,,,30.2798908163065,59.9454494567779,POLYGON
"107312685",ways_poly,,,,yes,,,,,,,,,,30.2805042012162,59.9458122834851,POLYGON
"107421618",ways_poly,,,,yes,,,,,,,,,,30.2804406826361,59.9477292550876,POLYGON
"107681750",ways_poly,,,,yes,,,,,,,,,,30.279415869062,59.9475230714784,POLYGON
"107421630",ways_poly,,,,yes,,,,,,,,,,30.2814406906943,59.946868384162,POLYGON
"216877739",ways_poly,,,,yes,,,,,,,,,,30.2817136162428,59.9471177508239,POLYGON
"392356481",ways_poly,,,,,,,,,park,,,,,30.2819566705252,59.9470246619031,POLYGON
"216877738",ways_poly,place_of_worship,,,church,,,,,,,,,Храм св. равноапостольной Марии Магдалины,30.2812698823963,59.9469876486325,POLYGON
"107421617",ways_poly,,,,yes,,,,,,,,,,30.282141221356,59.9476036549247,POLYGON
"1276535715",ways_poly,,,,yes,,,,,,,,,,30.2825282717078,59.9478989332256,POLYGON
"1276535717",ways_poly,,,,roof,,,,,,,,,,30.2810641810856,59.9473340124075,POLYGON
"1276535719",ways_poly,,,,apartments,,,,,,,,,,30.2816415167839,59.9478233772149,POLYGON
"1276535720",ways_poly,,,,apartments,,,,,,,,,,30.2808881491333,59.9475503568205,POLYGON
"1276535721",ways_poly,,,,service,,,,,,,,,,30.2813803219333,59.9470765532581,POLYGON
"111944531",ways_poly,,,,yes,,,,,,,,,,30.2532586865717,59.9479070991545,POLYGON
"137045715",ways_poly,,,,yes,,,,,,,,,,30.2529543534712,59.9479548948683,POLYGON
"698377320",ways_poly,,,,yes,,,,,,,,,,30.2535996301021,59.9473295065665,POLYGON
"698377321",ways_poly,,,,yes,,,,,,,,,,30.25377725,59.947538,POLYGON
"453130767",ways_poly,,,,yes,,,,,,,,,,30.253509639122,59.9467420726074,POLYGON
"109078571",ways_poly,,,,yes,,,,,,,,,,30.2537952735082,59.9458308510184,POLYGON
"89594148",ways_poly,,,,yes,,,,,,,,,,30.2538731057103,59.9460597898729,POLYGON
"109078552",ways_poly,,,,yes,,,,,,,,,,30.2538486674843,59.9453441516049,POLYGON
"109078575",ways_poly,,,,yes,,,,,,,,,,30.2533626133493,59.945976097183,POLYGON
"109078581",ways_poly,,,,yes,,,,,,,,,,30.2531257892179,59.9453613598496,POLYGON
"101396308",ways_poly,place_of_worship,,,church,,,,,,,,,Церковь Воскресения Христова,30.2530076029357,59.9465512391928,POLYGON
"172796077",ways_poly,,,,yes,,,,,,,,,,30.252429732361,59.9458754054308,POLYGON
"30351796",ways_poly,place_of_worship,,,church,,,,,,,,,Церковь Смоленской иконы Божией Матери,30.2508387806447,59.9460965289045,POLYGON
"312980917",ways_poly,,,,pavilion,,,,,,,,"Mo-Sa 11:00-17:00; Su 10:00-17:00",Церковная лавка,30.2509091703028,59.9456164531334,POLYGON
"108206460",ways_poly,,,,yes,,,,,,,,,,30.2653737618156,59.9472219797627,POLYGON
"108206504",ways_poly,,,,yes,,,,,,,,,,30.2650306294889,59.9469990912464,POLYGON
"1198618288",ways_poly,,,,yes,,,,,,,,,,30.2642186918326,59.9463047364602,POLYGON
"108206464",ways_poly,,,,yes,,,,,,,,,,30.2643522679082,59.9457187010188,POLYGON
"108206392",ways_poly,,,,yes,,,,,,,,,Артмуза,30.2643707936235,59.9457156600479,POLYGON
"1198618290",ways_poly,,,,yes,,,,,,,,,,30.2636679586166,59.9461583040465,POLYGON
"108206484",ways_poly,,,,yes,,,,,,,,,,30.2628275401339,59.9474665987888,POLYGON
"108206445",ways_poly,,,,yes,,,,,,,,,,30.263199724112,59.9463003929668,POLYGON
"1198618289",ways_poly,,,,yes,,,,,,,,,,30.2634503140491,59.9459953920592,POLYGON
"108206449",ways_poly,,,,yes,,,,,,,,,,30.263312334885,59.9454225810535,POLYGON
"1198618291",ways_poly,,,,yes,,,,,,,,,,30.2631912626975,59.9456455073559,POLYGON
"108206480",ways_poly,,,,yes,,,,,,,,,,30.2632119691831,59.946032293671,POLYGON
"108206439",ways_poly,,,,yes,,,,,,,,,,30.2630988651853,59.945789947861,POLYGON
"108206432",ways_poly,,,,yes,,,,,,,,,,30.2627100094437,59.9457466350937,POLYGON
"108206498",ways_poly,,,,yes,,,,,,,,,,30.2625728705186,59.9470007723403,POLYGON
"108206479",ways_poly,,,,yes,,,,,,,,,,30.2624712005202,59.9471647647364,POLYGON
"108206395",ways_poly,,,,yes,,,,,,,,,,30.26237225,59.94703475,POLYGON
"108206458",ways_poly,,,,yes,,,,,,,,,,30.2624252491606,59.9457613669054,POLYGON
"108206433",ways_poly,,,,yes,,,,,,,,,,30.2619818471233,59.946140102083,POLYGON
"108206443",ways_poly,,,,yes,,,,,,,,,,30.2619234857872,59.9463746225216,POLYGON
"108206404",ways_poly,,,,yes,,,,,,,,,,30.2621881695643,59.9462891281939,POLYGON
"108206495",ways_poly,,,,yes,,,,,,,,,,30.2621212947046,59.9466963525581,POLYGON
"108206383",ways_poly,,,,yes,,,,,,,,,,30.261877209348,59.9468946556135,POLYGON
"685115500",ways_poly,,,,yes,,,,,,,,,,30.2589894954205,59.9476555108075,POLYGON
"108321769",ways_poly,,,,apartments,,,,,,,,,,30.2585423546286,59.9465586041115,POLYGON
"108321800",ways_poly,,,,apartments,,,,,,,,,,30.258503124891,59.9469396866361,POLYGON
"108321826",ways_poly,,,,bunker,,,,,,,,,,30.2578516014842,59.9467703801244,POLYGON
"108321812",ways_poly,,,,industrial,,,,,,,,,,30.2582847986535,59.9462885705599,POLYGON
"89411480",ways_poly,,,,yes,,,,,,,,,,30.2579036411603,59.9458022578849,POLYGON
"89411476",ways_poly,,,,hotel,,,,,,,,,Art Nuvo Palace,30.2581609773623,59.9455854822052,POLYGON
"108321822",ways_poly,,,,industrial,,,,,,,,,,30.25846815,59.94607005,POLYGON
"953784098",ways_poly,,,,industrial,,,,,,,,,,30.2586004451028,59.9459471050983,POLYGON
"108321751",ways_poly,,,,industrial,,,,,,,,,,30.2586496897873,59.9462135287406,POLYGON
"108321767",ways_poly,,,,yes,,,,,,,,,,30.2591274935174,59.945549936587,POLYGON
"108321813",ways_poly,,,,yes,,,,,,,,,,30.2592739375654,59.9453165583867,POLYGON
"108321761",ways_poly,,,,yes,,,,,,,,,,30.2589193110676,59.9461127426833,POLYGON
"108321803",ways_poly,,,,yes,,,,,,,,,,30.2588239816929,59.9458210450575,POLYGON
"108321805",ways_poly,,,,apartments,,,,,,,,,,30.2589481519017,59.9466479186096,POLYGON
"108321819",ways_poly,,,,yes,,,,,,,,,,30.259143969517,59.9469727832173,POLYGON
"89411479",ways_poly,,,,yes,,,,,,,,10:00-18:00,Петербургский музей кукол,30.2594732315451,59.9472479637111,POLYGON
"108321804",ways_poly,,,,yes,,,,,,,,,,30.2595511382224,59.9458574231789,POLYGON
"108321818",ways_poly,,,,yes,,,,,,,,,,30.2593091627672,59.94598072495,POLYGON
"108321790",ways_poly,,,,yes,,,,,,,,,,30.2592989738275,59.9458150828845,POLYGON
"108321753",ways_poly,,,,yes,,,,,,,,,,30.2596611817654,59.9456224470387,POLYGON
"108321786",ways_poly,,,,yes,,,,,,,,,,30.2597369254782,59.9457682024253,POLYGON
"108321778",ways_poly,,,,yes,,,,,,,,,,30.259797845861,59.9454050674111,POLYGON
"108321811",ways_poly,,,,yes,,,,,,,,,,30.2599013127075,59.9459464448863,POLYGON
"108321771",ways_poly,,,,yes,,,,,,,,,,30.2602048224156,59.9456808982312,POLYGON
"108321802",ways_poly,,,,yes,,,,,,,,,,30.2601537783118,59.9453916293692,POLYGON
"108321798",ways_poly,,,,yes,,,,,,,,,,30.2602385219865,59.9455271812034,POLYGON
"607697526",ways_poly,,,,residential,,,,,,,,,,30.2603048239443,59.9457101499267,POLYGON
"607697770",ways_poly,,,,residential,,,,,,,,,,30.2607343745906,59.945346710389,POLYGON
"108321766",ways_poly,,,,yes,,,,,,,,,,30.2604797691998,59.9461726191066,POLYGON
"143992876",ways_poly,,,,residential,,,,,,,,,,30.2604708828263,59.9459279316939,POLYGON
"89594155",ways_poly,,,,yes,,,,,,,,,,30.2604746930242,59.9467019887054,POLYGON
"89594153",ways_poly,,,,yes,,,,,,,,,,30.2601523,59.94698715,POLYGON
"108321763",ways_poly,,,,yes,,,,,,,,,,30.2599260506783,59.9465003002157,POLYGON
"16960662",ways_poly,,,,apartments,,,,,,,,,,30.2598872,59.94797055,POLYGON
"17062696",ways_poly,,,,,,,,,park,,,,Голодаевский сквер,30.2597792073308,59.9481255194981,POLYGON
"90171602",ways_poly,,,,yes,,,,,,,,,,30.2606182828538,59.9473472207286,POLYGON
"16960629",ways_poly,,,,,,,,,park,,,,Камский сад,30.2611895951215,59.948055241998,POLYGON
"88996157",ways_poly,,,,yes,,,,,,,,,,30.2615519904973,59.9475801026089,POLYGON
"108206410",ways_poly,,,,yes,,,,,,,,,,30.2615474222015,59.9465324437072,POLYGON
"108206387",ways_poly,,,,yes,,,,,,,,,,30.2612880159819,59.9467300559037,POLYGON
"108206489",ways_poly,,,,yes,,,,,,,,,,30.2614238008424,59.947103811852,POLYGON
"108321754",ways_poly,,,,yes,,,,,,,,,,30.2611763005529,59.9460885831735,POLYGON
"108321773",ways_poly,,,,residential,,,,"ЖК ""Талисман""",,,,,,30.2607983329319,59.945538669757,POLYGON
"108321779",ways_poly,,,,residential,,,,,,,,,,30.2612088287582,59.9453327848581,POLYGON
"143992875",ways_poly,,,,residential,,,,,,,,,,30.2617107843245,59.9455971653464,POLYGON
"108321792",ways_poly,,,,yes,,,,,,,,,,30.2615027234664,59.9457470232043,POLYGON
"108321758",ways_poly,,,,yes,,,,,,,,,,30.2610499,59.94512895,POLYGON
"89594147",ways_poly,,,,apartments,,,,,,,,,,30.2608731572226,59.9445342554951,POLYGON
"108321762",ways_poly,,,,yes,,,,,,,,,,30.2604018987258,59.9447198188895,POLYGON
"89594145",ways_poly,,,,yes,,,,,,,,,,30.2601425125401,59.9451581925323,POLYGON
"108321757",ways_poly,,,,yes,,,,,,,,,,30.2593305200677,59.9452398669944,POLYGON
"109078551",ways_poly,,,,yes,,,,,,,,,,30.25930525,59.9446578,POLYGON
"109078565",ways_poly,,,,yes,,,,,,,,,,30.2587636697619,59.9450375523477,POLYGON
"109078577",ways_poly,,,,yes,,,,,,,,,,30.2585237939913,59.9452029627587,POLYGON
"109078560",ways_poly,,,,yes,,,,,,,,,,30.2583251948037,59.9452873593576,POLYGON
"108321777",ways_poly,,,,yes,,,,,,,,,,30.2618203790446,59.9452270824663,POLYGON
"108321764",ways_poly,,,,yes,,,,,,,,,,30.2622594828013,59.9447608952627,POLYGON
"1198618287",ways_poly,dormitory,,,dormitory,,,,,,,,,,30.2636111,59.94505655,POLYGON
"108206402",ways_poly,,,,yes,,,,,,,,,,30.2642193959451,59.9452128623574,POLYGON
"108206424",ways_poly,,,,yes,,,,,,,,,,30.2643494387648,59.9449670296668,POLYGON
"108206435",ways_poly,,,,yes,,,,,,,,,,30.2646448349017,59.9451185301756,POLYGON
"62293424",ways_poly,,,,yes,,,,,,,,,,30.2645258305454,59.9447786908395,POLYGON
"108206493",ways_poly,,,,apartments,,,,,,,,,,30.264433145098,59.9444101372286,POLYGON
"108206430",ways_poly,,,,yes,,,,,,,,,,30.26467835,59.94492405,POLYGON
"1254292923",ways_poly,parking,,,,,,,,,,,,,30.2649396786282,59.9450941473269,POLYGON
"108206409",ways_poly,,,,yes,,,,,,,,,,30.2651097444583,59.9451400643421,POLYGON
"108206441",ways_poly,,,,yes,,,,,,,,,,30.26508135,59.944582,POLYGON
"108206382",ways_poly,,,,yes,,,,,,,,,,30.2652925418456,59.9450155269086,POLYGON
"1253229765",ways_poly,,,,apartments,,,,,,,,,,30.2694469568774,59.9443000663417,POLYGON
"108222655",ways_poly,,,,yes,,,,,,,,,,30.2687224533043,59.944648236281,POLYGON
"108222664",ways_poly,,,,yes,,,,,,,,,,30.2687901139158,59.9450097027462,POLYGON
"108222661",ways_poly,,,,apartments,,,,,,,,,,30.2686330931646,59.9451237764906,POLYGON
"412561593",ways_poly,,,,garage,,,,,,,,,,30.26808095,59.9446171,POLYGON
"412561594",ways_poly,,,,garage,,,,,,,,,,30.2681355498387,59.9446331833805,POLYGON
"108222650",ways_poly,,,,yes,,,,,,,,,,30.268520643175,59.9448197374517,POLYGON
"108222648",ways_poly,,,,yes,,,,,,,,,,30.2674121205968,59.9447260045124,POLYGON
"108206411",ways_poly,,,,apartments,,,,,,,,,,30.26729035,59.9452387,POLYGON
"108206400",ways_poly,,,,apartments,,,,,,,,,,30.2667295313248,59.9450874403044,POLYGON
"86504697",ways_poly,,,,apartments,,,,,,,,,,30.2657264141184,59.9449234859394,POLYGON
"61410871",ways_poly,,,,dormitory,,,,,,,,,Общежитие СПбГУТ,30.2656395405866,59.9461677545601,POLYGON
"108206385",ways_poly,,,,yes,,,,,,,,,,30.2658467052423,59.9471580404705,POLYGON
"108206454",ways_poly,,,,yes,,,,,,,,,,30.2664065551382,59.9465121619332,POLYGON
"108206470",ways_poly,,,,yes,,,,,,,,,,30.2662196667745,59.9461587001294,POLYGON
"108206461",ways_poly,,,,yes,,,,,,,,,,30.2663012591322,59.9458479757525,POLYGON
"108206380",ways_poly,,,,,,,,,park,,,,,30.2664901038853,59.945588426262,POLYGON
"108206499",ways_poly,,,,yes,,,,,,,,,,30.2666454,59.94533295,POLYGON
"108206405",ways_poly,,,,yes,,,,,,,,,,30.2666172059312,59.9461932645972,POLYGON
"108206465",ways_poly,,,,yes,,,,,,,,,,30.2669662924926,59.9459275264522,POLYGON
"61410872",ways_poly,,,,yes,,,,,,,,,,30.2670548900135,59.9454494463599,POLYGON
"108206486",ways_poly,,,,yes,,,,,,,,,,30.2674803624727,59.9458544474159,POLYGON
"108206448",ways_poly,,,,yes,,,,,,,,,,30.267459758443,59.9459235271484,POLYGON
"108206420",ways_poly,,,,yes,,,,,,,,,,30.2667504049535,59.9468379945131,POLYGON
"108099306",ways_poly,,,,residential,,,,,,,,,,30.2694809603786,59.9477383446452,POLYGON
"108099323",ways_poly,,,,yes,,,,,,,,,,30.2693536883645,59.9472828676923,POLYGON
"108099317",ways_poly,,,,residential,,,,,,,,,,30.269261562125,59.9478555595484,POLYGON
"618798438",ways_poly,,,,yes,,,,,,,,,,30.268936351919,59.9479226026357,POLYGON
"108099308",ways_poly,,,,yes,,,,,,,,,,30.268817516598,59.9476832725641,POLYGON
"108099312",ways_poly,,,,yes,,,,,,,,,,30.268298516446,59.9473116760276,POLYGON
"108099318",ways_poly,,,,industrial,,,,,,,,,,30.2684893312609,59.947030479234,POLYGON
"108099327",ways_poly,,,,yes,,,,,,,,,,30.2685148881131,59.9464556553053,POLYGON
"620322195",ways_poly,,,,yes,,,,,,,,,,30.26834015,59.9467697,POLYGON
"620583098",ways_poly,,,,yes,,,,,,,,,,30.2681091972328,59.9466057342649,POLYGON
"108099309",ways_poly,,,,yes,,,,,,,,,,30.26795325,59.94711875,POLYGON
"108099324",ways_poly,,,,yes,,,,,,,,,,30.26763165,59.94722685,POLYGON
"108206437",ways_poly,,,,yes,,,,,,,,,,30.26789225,59.94567785,POLYGON
"108206414",ways_poly,,,,yes,,,,,,,,,,30.2680787961927,59.945473077463,POLYGON
"108206397",ways_poly,,,,yes,,,,,,,,,,30.268159296331,59.9458847800021,POLYGON
"108099310",ways_poly,,,,yes,,,,,,,,,,30.269001317887,59.9471515233675,POLYGON
"108099305",ways_poly,,,,yes,,,,,,,,,,30.2693006389632,59.9461388002912,POLYGON
"108099328",ways_poly,,,,yes,,,,,,,,,,30.2691200674729,59.9459138527177,POLYGON
"108099322",ways_poly,,,,apartments,,,,,,,,,,30.269716649312,59.9459076809764,POLYGON
"108099319",ways_poly,,,,apartments,,,,,,,,,,30.269613893258,59.9462934885317,POLYGON
"108099325",ways_poly,,,,apartments,,,,,,,,,,30.2698907834522,59.9471238262685,POLYGON
"108099313",ways_poly,,,,yes,,,,,,,,,,30.2698846537374,59.9465774358844,POLYGON
"410545379",ways_poly,,,,hotel,,,,,,,,,Престиж,30.2700682,59.94643265,POLYGON
"108099320",ways_poly,,,,apartments,,,,,,,,,,30.2702997350792,59.9470113669742,POLYGON
"977993307",ways_poly,parking,,"3",,,,,Престиж на Васильевском,,,surface,,,30.2702759718066,59.9464674835245,POLYGON
"108099316",ways_poly,,,,apartments,,,,,,,,,,30.2702660591719,59.9460628301051,POLYGON
"108202284",ways_poly,,,,yes,,,,,,,,,,30.2705322468966,59.9454124025956,POLYGON
